0.7467	1
0.3024	1
0.7141	1
0.1743	1
0.7693	1
0.7289	1
0.788	1
0.1573	1
0.8748	1
0.7395	1
0.5335	1
0.3733	1
0.8652	1
0.8106	1
0.2576	1
0.2726	1
0.3791	1
0.8576	1
0.7778	1
0.8555	1
0.6781	1
0.3032	1
0.8062	1
0.8693	1
0.7686	1
0.8681	1
0.6905	1
0.8409	1
0.3596	1
0.3926	1
0.3492	1
0.9139	1
0.6732	1
0.7974	1
0.824	1
0.7923	1
0.8242	1
0.8234	1
0.6547	1
0.556	1
0.2466	1
0.8204	1
0.1629	1
0.8181	1
0.5113	1
0.899	1
0.3593	1
0.7693	1
0.7025	1
0.9181	1
0.9181	1
0.8259	1
0.8995	1
0.1658	1
0.6894	1
0.8732	1
0.8732	1
0.6415	1
0.6441	1
0.5583	1
0.2632	1
0.3504	1
0.2147	1
0.6692	1
0.535	1
0.6786	1
0.3233	1
0.5791	1
0.5292	1
0.3218	1
0.8652	1
0.9221	1
0.3394	1
0.5358	1
0.4023	1
0.1468	1
0.6944	1
0.6214	1
0.4654	1
0.6179	1
0.5404	1
0.6869	1
0.3357	1
0.544	1
0.9279	1
0.818	1
0.818	1
0.1742	1
0.6352	1
0.8424	1
0.3934	1
0.901	1
0.51	1
0.8579	1
0.6024	1
0.5991	1
0.7686	1
0.5709	1
0.9181	1
0.8422	1
0.1607	1
0.45	1
0.9279	1
0.8555	1
0.5213	1
0.4109	1
0.6187	1
0.287	1
0.9172	1
0.2743	1
0.0089	1
0.6872	1
0.4386	1
0.1655	1
0.7744	1
0.1519	1
0.474	1
0.8555	1
0.5759	1
0.8555	1
0.8424	1
0.8264	1
0.6784	1
0.4779	1
0.7197	1
0.5612	1
0.7028	1
0.2471	1
0.8986	1
0.1325	1
0.4246	1
0.1008	1
0.5351	1
0.5392	1
0.63	1
0.6226	1
0.2867	1
0.9039	1
0.3659	1
0.5575	1
0.2138	1
0.7574	1
0.261	1
0.2554	1
0.2473	1
0.6284	1
0.8446	1
0.681	1
0.2617	1
0.2617	1
0.5275	1
0.9181	1
0.9141	1
0.7741	1
0.5673	1
0.6061	1
0.6616	1
0.4571	1
0.3202	1
0.2471	1
0.7858	1
0.7865	1
0.5003	1
0.7034	1
0.706	1
0.7829	1
0.8708	1
0.5853	1
0.8946	1
0.8848	1
0.7298	1
0.7808	1
0.2577	1
0.2244	1
0.5127	1
0.7046	1
0.1821	1
0.392	1
0.4312	1
0.8555	1
0.5805	1
0.3054	1
0.8783	1
0.735	1
0.8623	1
0.0543	1
0.0537	1
0.8424	1
0.1851	1
0.409	1
0.7776	1
0.0742	1
0.8555	1
0.1486	1
0.8276	1
0.1699	1
0.0983	1
0.1271	1
0.2786	1
0.7577	1
0.388	1
0.818	1
0.7908	1
0.8562	1
0.9211	1
0.6817	1
0.2869	1
0.8016	1
0.8986	1
0.8652	1
0.7046	1
0.4775	1
0.7519	1
0.2353	1
0.745	1
0.6544	1
0.8259	1
0.836	1
0.8096	1
0.3917	1
0.7499	1
0.4872	1
0.8033	1
0.8412	1
0.9016	1
0.8555	1
0.7863	1
0.9403	1
0.9363	1
0.9363	1
0.8211	1
0.9403	1
0.9363	1
0.9363	1
0.9403	1
0.9403	1
0.9403	1
0.8986	1
0.8921	1
0.8986	1
0.9333	1
0.788	1
0.788	1
0.788	1
0.7749	1
0.6748	1
0.6879	1
0.6879	1
0.7843	1
0.7716	1
0.8748	1
0.4804	1
0.8652	1
0.6291	1
0.8555	1
0.8424	1
0.8525	1
0.9039	1
0.9079	1
0.9039	1
0.9373	1
0.6748	1
0.2895	1
0.1953	1
0.2876	1
0.7667	1
0.7628	1
0.3172	1
0.4964	1
0.8987	1
0.8799	1
0.9079	1
0.9171	1
0.9039	1
0.3126	1
0.9079	1
0.9016	1
0.505	1
0.8667	1
0.8255	1
0.2616	1
0.9373	1
0.9333	1
0.8495	1
0.9333	1
0.8652	1
0.8667	1
0.2617	1
0.2617	1
0.2617	1
0.2617	1
0.2617	1
0.2617	1
0.2617	1
0.2617	1
0.2617	1
0.2617	1
0.0977	1
0.2933	1
0.482	1
0.882	1
0.882	1
0.882	1
0.8338	1
0.788	1
0.4289	1
0.8976	1
0.907	1
0.8783	1
0.8976	1
0.9363	1
0.89	1
0.3027	1
0.8424	1
0.8255	1
0.8667	1
0.8536	1
0.8783	1
0.8667	1
0.8667	1
0.5231	1
0.2788	1
0.9239	1
0.6331	1
0.9239	1
0.6854	1
0.8225	1
0.5211	1
0.5385	1
0.4071	1
0.7678	1
0.5663	1
0.733	1
0.377	1
0.6806	1
0.8976	1
0.8733	1
0.472	1
0.5329	1
0.8915	1
0.8461	1
0.8644	1
0.5073	1
0.8566	1
0.8733	1
0.6597	1
0.8566	1
0.8733	1
0.8566	1
0.455	1
0.8693	1
0.8692	1
0.8558	1
0.2143	1
0.1521	1
0.5553	1
0.8357	1
0.7338	1
0.3362	1
0.8555	1
0.8424	1
0.9199	1
0.8363	1
0.8555	1
0.8526	1
0.8887	1
0.868	1
0.868	1
0.5365	1
0.7306	1
0.4753	1
0.9212	1
0.9212	1
0.838	1
0.773	1
0.8681	1
0.5469	1
0.9099	1
0.9212	1
0.304	1
0.8255	1
0.9373	1
0.5107	1
0.8131	1
0.8119	1
0.8119	1
0.4143	1
0.3096	1
0.4143	1
0.3005	1
0.8667	1
0.8667	1
0.8733	1
0.3113	1
0.8555	1
0.8424	1
0.3964	1
0.8555	1
0.2614	1
0.7404	1
0.8783	1
0.5262	1
0.7684	1
0.7273	1
0.8847	1
0.8887	1
0.872	1
0.8492	1
0.872	1
0.8871	1
0.9293	1
0.7518	1
0.9202	1
0.8269	1
0.8733	1
0.9212	1
0.3828	1
0.6748	1
0.81	1
0.2134	1
0.8675	1
0.8107	1
0.3049	1
0.5362	1
0.7902	1
0.496	1
0.9181	1
0.8783	1
0.9403	1
0.7095	1
0.8783	1
0.8667	1
0.9279	1
0.8255	1
0.8424	1
0.9322	1
0.9373	1
0.9333	1
0.6076	1
0.2629	1
0.8555	1
0.9279	1
0.8783	1
0.7037	1
0.5362	1
0.7741	1
0.7018	1
0.783	1
0.7522	1
0.4845	1
0.4652	1
0.3201	1
0.8555	1
0.8555	1
0.8555	1
0.3225	1
0.2779	1
0.8555	1
0.3068	1
0.3741	1
0.3067	1
